step	loss.hex	grad_norm.hex	llm_grad_norm.hex	mem_enc_norm.hex	param_norm.hex
180	0x1.f3cc1e0000000p-5	0x1.889d900000000p+1	0x1.2d74f60000000p+1	0x1.f0031e0000000p+0	0x1.c2c5ea0000000p+10
181	0x1.b8f5000000000p-5	0x1.87181e0000000p+1	0x1.3fd6c40000000p+1	0x1.bb927e0000000p+0	0x1.c2c5ea0000000p+10
182	0x1.18dd760000000p-4	0x1.67edb60000000p+3	0x1.0943180000000p+3	0x1.e620780000000p+2	0x1.c2c5ea0000000p+10
183	0x1.89973e0000000p-4	0x1.1a3e240000000p+3	0x1.b133ca0000000p+2	0x1.687bcc0000000p+2	0x1.c2c5ea0000000p+10
184	0x1.fac11e0000000p-4	0x1.47a3560000000p+2	0x1.02caae0000000p+2	0x1.7b39b20000000p+1	0x1.c2c5ea0000000p+10
185	0x1.0f5ff80000000p-4	0x1.1b6af60000000p+2	0x1.ca40b00000000p+1	0x1.4a4ae40000000p+1	0x1.c2c5ea0000000p+10
186	0x1.bbc5540000000p-5	0x1.54e4060000000p+1	0x1.24d2480000000p+1	0x1.5099500000000p+0	0x1.c2c5ea0000000p+10
187	0x1.27e5ce0000000p-4	0x1.0f7ff60000000p+2	0x1.a858f40000000p+1	0x1.4ea86c0000000p+1	0x1.c2c5ea0000000p+10
188	0x1.2f612e0000000p-4	0x1.4e38080000000p+2	0x1.0f2c000000000p+2	0x1.820ab20000000p+1	0x1.c2c5ea0000000p+10
189	0x1.3677dc0000000p-4	0x1.10e6e80000000p+6	0x1.ac2db80000000p+5	0x1.5239b00000000p+5	0x1.c2c5ea0000000p+10
190	0x1.15b7340000000p-3	0x1.1b132a0000000p+5	0x1.bd99180000000p+4	0x1.5d03a20000000p+4	0x1.c2c5ea0000000p+10
191	0x1.1312c00000000p-4	0x1.13058e0000000p+1	0x1.bf1f060000000p+0	0x1.33b4100000000p+0	0x1.c2c5ec0000000p+10
192	0x1.f6c4460000000p-5	0x1.1cf80e0000000p+3	0x1.e0e84c0000000p+2	0x1.2f9e1e0000000p+2	0x1.c2c5ec0000000p+10
193	0x1.65f47e0000000p-4	0x1.8fe87a0000000p+2	0x1.3074c00000000p+2	0x1.023acc0000000p+2	0x1.c2c5ea0000000p+10
194	0x1.5068d60000000p-5	0x1.42a4920000000p+2	0x1.f3f6f60000000p+1	0x1.9595c20000000p+1	0x1.c2c5ea0000000p+10
195	0x1.ad087a0000000p-5	0x1.3e8da20000000p+2	0x1.e879720000000p+1	0x1.96b3f20000000p+1	0x1.c2c5ea0000000p+10
196	0x1.91a0b80000000p-5	0x1.2ed5220000000p+2	0x1.df96980000000p+1	0x1.6facf80000000p+1	0x1.c2c5ea0000000p+10
197	0x1.1166920000000p-4	0x1.1c9eaa0000000p+2	0x1.c3cb940000000p+1	0x1.50ef0c0000000p+1	0x1.c2c5ea0000000p+10
198	0x1.302c260000000p-4	0x1.77fe540000000p+2	0x1.2168fe0000000p+2	0x1.de12f80000000p+1	0x1.c2c5ec0000000p+10
199	0x1.a6f2ce0000000p-5	0x1.d0c8360000000p+1	0x1.5c92a40000000p+1	0x1.316b540000000p+1	0x1.c2c5ea0000000p+10
200	0x1.0a8f920000000p-4	0x1.6d61e60000000p+1	0x1.214bd00000000p+1	0x1.b3fcc40000000p+0	0x1.c2c5ea0000000p+10
201	0x1.2018ce0000000p-4	0x1.7912040000000p+3	0x1.2a28500000000p+3	0x1.cc02060000000p+2	0x1.c2c5ec0000000p+10
202	0x1.bad2240000000p-5	0x1.1033680000000p+3	0x1.ad2bd00000000p+2	0x1.4e0e4a0000000p+2	0x1.c2c5ec0000000p+10
203	0x1.1bccbe0000000p-4	0x1.40337e0000000p+4	0x1.ef73120000000p+3	0x1.9566220000000p+3	0x1.c2c5ec0000000p+10
204	0x1.3042be0000000p-4	0x1.3cc9c80000000p+5	0x1.ef31020000000p+4	0x1.8ae1240000000p+4	0x1.c2c5ec0000000p+10
205	0x1.e0742a0000000p-5	0x1.1608380000000p+1	0x1.bc13800000000p+0	0x1.39596a0000000p+0	0x1.c2c5ec0000000p+10
206	0x1.15c0d60000000p-4	0x1.8bd9200000000p+1	0x1.3df7a60000000p+1	0x1.cd97f20000000p+0	0x1.c2c5ec0000000p+10
207	0x1.59fa000000000p-4	0x1.3fc7e00000000p+1	0x1.fdcb4c0000000p+0	0x1.6230760000000p+0	0x1.c2c5ec0000000p+10
208	0x1.12ef260000000p-5	0x1.5bd6ac0000000p+1	0x1.0e5ee60000000p+1	0x1.b274520000000p+0	0x1.c2c5ec0000000p+10
209	0x1.5e48c00000000p-4	0x1.0ab7e60000000p+3	0x1.97bc8e0000000p+2	0x1.5724020000000p+2	0x1.c2c5ec0000000p+10
210	0x1.3606c60000000p-4	0x1.7c5d200000000p+1	0x1.3355ba0000000p+1	0x1.a869980000000p+0	0x1.c2c5ec0000000p+10
211	0x1.a87c260000000p-5	0x1.244a940000000p+2	0x1.c9a1080000000p+1	0x1.69ce420000000p+1	0x1.c2c5ec0000000p+10
212	0x1.c2dfce0000000p-5	0x1.0e5bbe0000000p+1	0x1.c685bc0000000p+0	0x1.170a600000000p+0	0x1.c2c5ec0000000p+10
213	0x1.035f2a0000000p-5	0x1.9e4dd40000000p+1	0x1.44c6200000000p+1	0x1.fda9280000000p+0	0x1.c2c5ec0000000p+10
214	0x1.f2132e0000000p-5	0x1.bfaabe0000000p+1	0x1.871c480000000p+1	0x1.aa785a0000000p+0	0x1.c2c5ec0000000p+10
215	0x1.47b59c0000000p-5	0x1.91dbe80000000p+0	0x1.44665c0000000p+0	0x1.c085e40000000p-1	0x1.c2c5ec0000000p+10
216	0x1.247d7e0000000p-5	0x1.00dc6e0000000p+1	0x1.95b3a20000000p+0	0x1.320d840000000p+0	0x1.c2c5ec0000000p+10
217	0x1.2c80800000000p-4	0x1.cb1e700000000p+3	0x1.6d1cc00000000p+3	0x1.15f38c0000000p+3	0x1.c2c5ec0000000p+10
218	0x1.6fb31a0000000p-5	0x1.8ce8780000000p+1	0x1.2f5c6a0000000p+1	0x1.fb397a0000000p+0	0x1.c2c5ec0000000p+10
219	0x1.62e8aa0000000p-5	0x1.5f1a540000000p+1	0x1.1001060000000p+1	0x1.b5ac6e0000000p+0	0x1.c2c5ec0000000p+10
220	0x1.f50e600000000p-5	0x1.28f9220000000p+3	0x1.d70b7a0000000p+2	0x1.68858c0000000p+2	0x1.c2c5ec0000000p+10
221	0x1.39cadc0000000p-5	0x1.c01c600000000p-1	0x1.6662660000000p-1	0x1.fce24a0000000p-2	0x1.c2c5ec0000000p+10
222	0x1.fdf2be0000000p-5	0x1.3770800000000p+4	0x1.c67ee20000000p+3	0x1.a9bbb00000000p+3	0x1.c2c5ec0000000p+10
223	0x1.e82b0a0000000p-5	0x1.a780fa0000000p+2	0x1.5ccc520000000p+2	0x1.de10540000000p+1	0x1.c2c5ec0000000p+10
224	0x1.e65cd40000000p-5	0x1.17f0b80000000p+1	0x1.c526b20000000p+0	0x1.3895a80000000p+0	0x1.c2c5ec0000000p+10
225	0x1.29a4360000000p-4	0x1.96f4180000000p+1	0x1.2690700000000p+1	0x1.0cbfe40000000p+1	0x1.c2c5ec0000000p+10
226	0x1.8b827a0000000p-5	0x1.427d000000000p+1	0x1.06fc180000000p+1	0x1.6d030e0000000p+0	0x1.c2c5ec0000000p+10
227	0x1.b538960000000p-5	0x1.4d48400000000p+1	0x1.07ef240000000p+1	0x1.91651a0000000p+0	0x1.c2c5ec0000000p+10
228	0x1.f526a00000000p-5	0x1.b1f80e0000000p+2	0x1.63c4700000000p+2	0x1.efd9a80000000p+1	0x1.c2c5ec0000000p+10
229	0x1.a85f500000000p-5	0x1.14b81e0000000p+2	0x1.b471860000000p+1	0x1.523b600000000p+1	0x1.c2c5ec0000000p+10
230	0x1.0b26ce0000000p-4	0x1.38e93c0000000p+0	0x1.06cdd60000000p+0	0x1.3722ee0000000p-1	0x1.c2c5ec0000000p+10
231	0x1.a65d2a0000000p-5	0x1.7aa07e0000000p+1	0x1.4502fc0000000p+1	0x1.7c87900000000p+0	0x1.c2c5ec0000000p+10
232	0x1.49a0ce0000000p-4	0x1.db59c00000000p+0	0x1.9b4b5a0000000p+0	0x1.c6a8860000000p-1	0x1.c2c5ee0000000p+10
233	0x1.70f35a0000000p-5	0x1.694eaa0000000p+0	0x1.2955680000000p+0	0x1.6f919c0000000p-1	0x1.c2c5ee0000000p+10
234	0x1.4faed40000000p-4	0x1.dadcfc0000000p+1	0x1.a30f380000000p+1	0x1.b047c60000000p+0	0x1.c2c5ee0000000p+10
235	0x1.02cba20000000p-3	0x1.08454a0000000p+2	0x1.c7a8a00000000p+1	0x1.deea5e0000000p+0	0x1.c2c5ee0000000p+10
236	0x1.48c4800000000p-5	0x1.b54fba0000000p+0	0x1.5b26c80000000p+0	0x1.0003ae0000000p+0	0x1.c2c5ee0000000p+10
237	0x1.d1de140000000p-5	0x1.628a6c0000000p+2	0x1.1aeec40000000p+2	0x1.a8d94c0000000p+1	0x1.c2c5ee0000000p+10
238	0x1.23f5160000000p-4	0x1.61346c0000000p+2	0x1.24c5860000000p+2	0x1.89b2a60000000p+1	0x1.c2c5ee0000000p+10
239	0x1.a55b9a0000000p-5	0x1.3392180000000p+1	0x1.d43c7a0000000p+0	0x1.87b0a40000000p+0	0x1.c2c5ee0000000p+10
240	0x1.942cb20000000p-5	0x1.7bd95a0000000p+1	0x1.3951140000000p+1	0x1.a9eba00000000p+0	0x1.c2c5ee0000000p+10
241	0x1.0987e00000000p-4	0x1.bb20140000000p+0	0x1.6de68a0000000p+0	0x1.c59a860000000p-1	0x1.c2c5ee0000000p+10
242	0x1.9f585e0000000p-5	0x1.35941c0000000p+2	0x1.010a760000000p+2	0x1.543fbc0000000p+1	0x1.c2c5ee0000000p+10
243	0x1.4f597e0000000p-5	0x1.6911a20000000p+0	0x1.37b1120000000p+0	0x1.572aca0000000p-1	0x1.c2c5ee0000000p+10
244	0x1.4856160000000p-5	0x1.0230ee0000000p+2	0x1.90bc400000000p+1	0x1.44b5ba0000000p+1	0x1.c2c5ee0000000p+10
245	0x1.1690860000000p-4	0x1.4c5b220000000p+3	0x1.f941de0000000p+2	0x1.ae78dc0000000p+2	0x1.c2c5ee0000000p+10
246	0x1.df684e0000000p-5	0x1.9160ce0000000p+0	0x1.5e0fa40000000p+0	0x1.6945300000000p-1	0x1.c2c5ee0000000p+10
247	0x1.55c90c0000000p-5	0x1.6cf1380000000p+0	0x1.23dc900000000p+0	0x1.aa5e200000000p-1	0x1.c2c5ee0000000p+10
248	0x1.83b6360000000p-5	0x1.e5340e0000000p+0	0x1.88d4bc0000000p+0	0x1.0c0ae80000000p+0	0x1.c2c5ee0000000p+10
249	0x1.3150ba0000000p-4	0x1.ff96600000000p+0	0x1.b2fa280000000p+0	0x1.fd13ca0000000p-1	0x1.c2c5ee0000000p+10
250	0x1.e4d6460000000p-5	0x1.02c2c80000000p+3	0x1.7bedf60000000p+2	0x1.5ee9b40000000p+2	0x1.c2c5ee0000000p+10
251	0x1.3f707c0000000p-4	0x1.2490180000000p+3	0x1.cb7f040000000p+2	0x1.6837380000000p+2	0x1.c2c5ee0000000p+10
252	0x1.138d360000000p-4	0x1.f3f6f80000000p+0	0x1.a0ded80000000p+0	0x1.eed66e0000000p-1	0x1.c2c5ee0000000p+10
253	0x1.acdffa0000000p-5	0x1.cd2c0c0000000p+4	0x1.751f9e0000000p+4	0x1.0eca980000000p+4	0x1.c2c5ee0000000p+10
254	0x1.6d55b20000000p-5	0x1.597ad60000000p+3	0x1.11b3020000000p+3	0x1.a4b7460000000p+2	0x1.c2c5ee0000000p+10
255	0x1.7841b60000000p-4	0x1.281d4a0000000p+4	0x1.cda7640000000p+3	0x1.729c360000000p+3	0x1.c2c5ee0000000p+10
256	0x1.aa62040000000p-5	0x1.4a15700000000p+1	0x1.07dc500000000p+1	0x1.8520860000000p+0	0x1.c2c5ee0000000p+10
257	0x1.2db1160000000p-4	0x1.45b2740000000p+1	0x1.17ab8e0000000p+1	0x1.37d8860000000p+0	0x1.c2c5ee0000000p+10
258	0x1.8fe3420000000p-5	0x1.ab9fe80000000p+0	0x1.71b15c0000000p+0	0x1.954fb40000000p-1	0x1.c2c5ee0000000p+10
259	0x1.4a15e60000000p-5	0x1.4e5a1c0000000p+0	0x1.18fc920000000p+0	0x1.53ba900000000p-1	0x1.c2c5ee0000000p+10
260	0x1.c9f0640000000p-5	0x1.7b60660000000p+2	0x1.252c380000000p+2	0x1.df379c0000000p+1	0x1.c2c5f00000000p+10
261	0x1.bcc2c00000000p-5	0x1.3ad51c0000000p+3	0x1.d5118e0000000p+2	0x1.a361f40000000p+2	0x1.c2c5ee0000000p+10
262	0x1.d212e40000000p-5	0x1.770fc80000000p+2	0x1.33db400000000p+2	0x1.aa1e680000000p+1	0x1.c2c5f00000000p+10
263	0x1.bde2640000000p-5	0x1.8676020000000p+0	0x1.44f7ca0000000p+0	0x1.9c847c0000000p-1	0x1.c2c5f00000000p+10
264	0x1.ee80d40000000p-5	0x1.389d120000000p+3	0x1.eddf140000000p+2	0x1.7e80820000000p+2	0x1.c2c5ee0000000p+10
265	0x1.1a6f040000000p-4	0x1.b4e2d40000000p+0	0x1.7bf00e0000000p+0	0x1.77cb500000000p-1	0x1.c2c5f00000000p+10
266	0x1.4f50d20000000p-5	0x1.1631b60000000p+1	0x1.ac036c0000000p+0	0x1.5e54360000000p+0	0x1.c2c5f00000000p+10
267	0x1.3ed78a0000000p-5	0x1.daaaf40000000p+0	0x1.8728440000000p+0	0x1.05df8a0000000p+0	0x1.c2c5f00000000p+10
268	0x1.6231560000000p-5	0x1.7a74ac0000000p+0	0x1.3d27200000000p+0	0x1.8afe180000000p-1	0x1.c2c5ee0000000p+10
269	0x1.75260c0000000p-5	0x1.7a6c8c0000000p+1	0x1.385d360000000p+1	0x1.a7781e0000000p+0	0x1.c2c5ee0000000p+10
270	0x1.ea71ea0000000p-5	0x1.8196de0000000p+0	0x1.4ed4040000000p+0	0x1.630a2c0000000p-1	0x1.c2c5f00000000p+10
271	0x1.dddf5a0000000p-5	0x1.a038160000000p+2	0x1.4caaf60000000p+2	0x1.f2ab680000000p+1	0x1.c2c5f00000000p+10
272	0x1.94a8180000000p-5	0x1.ed6ce60000000p+2	0x1.8718fa0000000p+2	0x1.2c4edc0000000p+2	0x1.c2c5f00000000p+10
273	0x1.25c3060000000p-4	0x1.f582260000000p+2	0x1.9a1e9c0000000p+2	0x1.1fbcfe0000000p+2	0x1.c2c5f00000000p+10
274	0x1.8b4a040000000p-5	0x1.6893860000000p+1	0x1.24dacc0000000p+1	0x1.9f86f60000000p+0	0x1.c2c5f00000000p+10
275	0x1.8eaf300000000p-5	0x1.09736a0000000p+2	0x1.7cb1280000000p+1	0x1.703b140000000p+1	0x1.c2c5f00000000p+10
276	0x1.67a6040000000p-5	0x1.883c380000000p+0	0x1.46f4f60000000p+0	0x1.9827d80000000p-1	0x1.c2c5f00000000p+10
277	0x1.580f2e0000000p-4	0x1.ec5c340000000p+0	0x1.a5f1bc0000000p+0	0x1.c826460000000p-1	0x1.c2c5f00000000p+10
278	0x1.389a400000000p-5	0x1.06b9ac0000000p+1	0x1.b6ad420000000p+0	0x1.15ca680000000p+0	0x1.c2c5f00000000p+10
279	0x1.d28c440000000p-5	0x1.643c1e0000000p+1	0x1.0fbdec0000000p+1	0x1.c491cc0000000p+0	0x1.c2c5f00000000p+10
280	0x1.ebd6ae0000000p-6	0x1.70372c0000000p+2	0x1.2497560000000p+2	0x1.bc414a0000000p+1	0x1.c2c5f00000000p+10
281	0x1.ce80a60000000p-5	0x1.79d5ae0000000p+2	0x1.230dc20000000p+2	0x1.e0cb5c0000000p+1	0x1.c2c5f00000000p+10
282	0x1.801f200000000p-5	0x1.4931560000000p+1	0x1.0d66fa0000000p+1	0x1.74faa40000000p+0	0x1.c2c5f00000000p+10
283	0x1.e1c9060000000p-5	0x1.24b8b40000000p+2	0x1.d2d0500000000p+1	0x1.5d42140000000p+1	0x1.c2c5f00000000p+10
284	0x1.b501200000000p-6	0x1.07d6b40000000p+3	0x1.b83e440000000p+2	0x1.2095ec0000000p+2	0x1.c2c5f00000000p+10
285	0x1.c6b7800000000p-5	0x1.3398000000000p+2	0x1.f9bf0c0000000p+1	0x1.5b84be0000000p+1	0x1.c2c5f00000000p+10
286	0x1.6e56ce0000000p-5	0x1.cea6980000000p+0	0x1.62f9980000000p+0	0x1.2138e00000000p+0	0x1.c2c5f00000000p+10
287	0x1.a8ee660000000p-4	0x1.2d89140000000p+1	0x1.f73a4c0000000p+0	0x1.d3a7f60000000p-1	0x1.c2c5f00000000p+10
288	0x1.3f860c0000000p-4	0x1.ee50aa0000000p+1	0x1.9a59160000000p+1	0x1.06ab380000000p+1	0x1.c2c5f00000000p+10
289	0x1.7fdfca0000000p-5	0x1.f5c61a0000000p+1	0x1.8ed98a0000000p+1	0x1.2d79900000000p+1	0x1.c2c5f00000000p+10
290	0x1.12d0560000000p-5	0x1.9102720000000p+0	0x1.4b43800000000p+0	0x1.b0d8d60000000p-1	0x1.c2c5f00000000p+10
291	0x1.ac96fe0000000p-5	0x1.d9a6080000000p+1	0x1.851d3c0000000p+1	0x1.09e86e0000000p+1	0x1.c2c5f00000000p+10
292	0x1.5eed140000000p-5	0x1.3594940000000p+1	0x1.f5ad800000000p+0	0x1.6754f60000000p+0	0x1.c2c5f00000000p+10
293	0x1.a82da00000000p-5	0x1.24a0480000000p+0	0x1.f0e4cc0000000p-1	0x1.17b0d20000000p-1	0x1.c2c5f00000000p+10
294	0x1.ee4b060000000p-5	0x1.782a600000000p+3	0x1.1b41bc0000000p+3	0x1.ee851c0000000p+2	0x1.c2c5f00000000p+10
295	0x1.cdf44a0000000p-5	0x1.d090040000000p+1	0x1.6eafdc0000000p+1	0x1.1b53b00000000p+1	0x1.c2c5f00000000p+10
296	0x1.8768fa0000000p-5	0x1.572e120000000p+1	0x1.1b2fe60000000p+1	0x1.7b79100000000p+0	0x1.c2c5f00000000p+10
297	0x1.7bbfea0000000p-5	0x1.0f0d140000000p+1	0x1.ca078a0000000p+0	0x1.15da3c0000000p+0	0x1.c2c5f00000000p+10
298	0x1.5a02960000000p-5	0x1.396b8a0000000p+1	0x1.02c9280000000p+1	0x1.5b882c0000000p+0	0x1.c2c5f00000000p+10
299	0x1.55bece0000000p-5	0x1.c485c20000000p+0	0x1.786f800000000p+0	0x1.d1d4a80000000p-1	0x1.c2c5f00000000p+10
300	0x1.6fa1ba0000000p-5	0x1.c8771e0000000p+0	0x1.8482180000000p+0	0x1.ccd4d60000000p-1	0x1.c2c5f00000000p+10
301	0x1.7998660000000p-5	0x1.282c9a0000000p+1	0x1.ea460a0000000p+0	0x1.4488b60000000p+0	0x1.c2c5f00000000p+10
302	0x1.34501e0000000p-4	0x1.d2cfd80000000p+1	0x1.83c91e0000000p+1	0x1.0081f60000000p+1	0x1.c2c5f00000000p+10
303	0x1.f676360000000p-6	0x1.784fcc0000000p+1	0x1.2e86200000000p+1	0x1.bb84260000000p+0	0x1.c2c5f00000000p+10
304	0x1.2b8aa80000000p-4	0x1.ff69be0000000p+0	0x1.ac2ba80000000p+0	0x1.fca8e00000000p-1	0x1.c2c5f20000000p+10
305	0x1.b400e00000000p-5	0x1.5a666c0000000p+1	0x1.1b758a0000000p+1	0x1.86977a0000000p+0	0x1.c2c5f00000000p+10
306	0x1.5f196e0000000p-5	0x1.893e600000000p+0	0x1.4fd6f00000000p+0	0x1.80f0ca0000000p-1	0x1.c2c5f00000000p+10
307	0x1.893d700000000p-5	0x1.612cd20000000p+1	0x1.20aa620000000p+1	0x1.8c43b80000000p+0	0x1.c2c5f00000000p+10
308	0x1.e3f8ca0000000p-5	0x1.71baac0000000p+2	0x1.30d3760000000p+2	0x1.a029dc0000000p+1	0x1.c2c5f00000000p+10
309	0x1.a006f40000000p-5	0x1.c9a2480000000p+0	0x1.8300a40000000p+0	0x1.cdd00e0000000p-1	0x1.c2c5f20000000p+10
310	0x1.09ceb00000000p-4	0x1.7a59d00000000p+3	0x1.26708a0000000p+3	0x1.da59bc0000000p+2	0x1.c2c5f20000000p+10
311	0x1.552dee0000000p-5	0x1.cf90840000000p+1	0x1.6699640000000p+1	0x1.244a480000000p+1	0x1.c2c5f20000000p+10
312	0x1.44e5ba0000000p-5	0x1.4ce4f20000000p+0	0x1.109cec0000000p+0	0x1.59fb5e0000000p-1	0x1.c2c5f00000000p+10
313	0x1.0985780000000p-4	0x1.b169860000000p+0	0x1.659dbc0000000p+0	0x1.ca5ba40000000p-1	0x1.c2c5f00000000p+10
314	0x1.ec0e900000000p-6	0x1.c643900000000p+0	0x1.6c10ce0000000p+0	0x1.07693a0000000p+0	0x1.c2c5f20000000p+10
315	0x1.1786a00000000p-5	0x1.f339bc0000000p+0	0x1.9bd03e0000000p+0	0x1.163c940000000p+0	0x1.c2c5f20000000p+10
316	0x1.6b75280000000p-5	0x1.0b13520000000p+1	0x1.b13f5e0000000p+0	0x1.31aeaa0000000p+0	0x1.c2c5f20000000p+10
317	0x1.85f4560000000p-5	0x1.e76ef40000000p+1	0x1.81eaf40000000p+1	0x1.284ff20000000p+1	0x1.c2c5f20000000p+10
318	0x1.6d19f00000000p-5	0x1.7373480000000p+0	0x1.42df9e0000000p+0	0x1.4cb19a0000000p-1	0x1.c2c5f20000000p+10
319	0x1.2f2bee0000000p-5	0x1.1645360000000p+1	0x1.c62f560000000p+0	0x1.3a673c0000000p+0	0x1.c2c5f20000000p+10
320	0x1.777df40000000p-5	0x1.4f39ba0000000p+1	0x1.2166200000000p+1	0x1.47cb6e0000000p+0	0x1.c2c5f20000000p+10
321	0x1.75949e0000000p-5	0x1.da60400000000p+1	0x1.7bdfb80000000p+1	0x1.1a65ac0000000p+1	0x1.c2c5f20000000p+10
322	0x1.0b03ee0000000p-5	0x1.3b59480000000p+1	0x1.0685ae0000000p+1	0x1.591bd20000000p+0	0x1.c2c5f20000000p+10
323	0x1.1454300000000p-5	0x1.4a47fc0000000p+1	0x1.0089ba0000000p+1	0x1.99f4a60000000p+0	0x1.c2c5f20000000p+10
324	0x1.73a5160000000p-5	0x1.f798560000000p+0	0x1.9830760000000p+0	0x1.207a200000000p+0	0x1.c2c5f20000000p+10
325	0x1.e8330e0000000p-4	0x1.9453260000000p+3	0x1.31293e0000000p+3	0x1.07ff820000000p+3	0x1.c2c5f20000000p+10
326	0x1.41399e0000000p-5	0x1.0d685c0000000p+0	0x1.cb94da0000000p-1	0x1.065c300000000p-1	0x1.c2c5f20000000p+10
327	0x1.577be40000000p-5	0x1.0d0e920000000p+0	0x1.c09eb60000000p-1	0x1.0cb98e0000000p-1	0x1.c2c5f20000000p+10
328	0x1.71d5660000000p-5	0x1.9529b80000000p+0	0x1.593cd80000000p+0	0x1.9577840000000p-1	0x1.c2c5f20000000p+10
329	0x1.243b800000000p-5	0x1.88c6be0000000p+2	0x1.37158e0000000p+2	0x1.de7ece0000000p+1	0x1.c2c5f20000000p+10
330	0x1.7af23a0000000p-5	0x1.fb687a0000000p+0	0x1.a21e580000000p+0	0x1.1701580000000p+0	0x1.c2c5f20000000p+10
331	0x1.9590c00000000p-5	0x1.bee5e00000000p+0	0x1.735d860000000p+0	0x1.dc290a0000000p-1	0x1.c2c5f40000000p+10
332	0x1.3b95b40000000p-5	0x1.35d5b80000000p+1	0x1.0018a60000000p+1	0x1.57de780000000p+0	0x1.c2c5f40000000p+10
333	0x1.ca815a0000000p-5	0x1.db16260000000p+2	0x1.6f5d420000000p+2	0x1.2c2fb40000000p+2	0x1.c2c5f40000000p+10
334	0x1.d3d2040000000p-6	0x1.241bc00000000p+0	0x1.f476ba0000000p-1	0x1.0753a60000000p-1	0x1.c2c5f40000000p+10
335	0x1.1c15240000000p-4	0x1.cfbe280000000p+1	0x1.5f72cc0000000p+1	0x1.299d900000000p+1	0x1.c2c5f40000000p+10
336	0x1.771ca20000000p-5	0x1.d5470e0000000p+1	0x1.5a13f20000000p+1	0x1.3bad2c0000000p+1	0x1.c2c5f40000000p+10
337	0x1.e680140000000p-5	0x1.791d9a0000000p+3	0x1.1bf1940000000p+3	0x1.efd5400000000p+2	0x1.c2c5f40000000p+10
338	0x1.867fcc0000000p-5	0x1.5125900000000p+1	0x1.01bd880000000p+1	0x1.af31160000000p+0	0x1.c2c5f40000000p+10
339	0x1.e1a90e0000000p-5	0x1.b2cf2e0000000p+2	0x1.4805a60000000p+2	0x1.1cccda0000000p+2	0x1.c2c5f40000000p+10
340	0x1.9925840000000p-5	0x1.5507360000000p+1	0x1.0dff8e0000000p+1	0x1.98f2620000000p+0	0x1.c2c5f40000000p+10
341	0x1.68fba00000000p-5	0x1.aeceba0000000p+0	0x1.436de20000000p+0	0x1.0dd6400000000p+0	0x1.c2c5f40000000p+10
342	0x1.3e74c40000000p-5	0x1.a892ca0000000p+1	0x1.6aa18e0000000p+1	0x1.b516260000000p+0	0x1.c2c5f40000000p+10
343	0x1.1471e40000000p-5	0x1.06390e0000000p+0	0x1.b243140000000p-1	0x1.fe1fd20000000p-2	0x1.c2c5f40000000p+10
344	0x1.9cbce60000000p-5	0x1.99cd300000000p+0	0x1.5396f20000000p+0	0x1.bbf0d20000000p-1	0x1.c2c5f40000000p+10
345	0x1.e202600000000p-6	0x1.1a17040000000p+0	0x1.e760520000000p-1	0x1.0e6d940000000p-1	0x1.c2c5f40000000p+10
346	0x1.3e3fd60000000p-5	0x1.d32c860000000p+0	0x1.9115840000000p+0	0x1.cb94a40000000p-1	0x1.c2c5f20000000p+10
347	0x1.8048820000000p-5	0x1.37f52c0000000p+0	0x1.0823fe0000000p+0	0x1.2798b00000000p-1	0x1.c2c5f20000000p+10
348	0x1.2d50b60000000p-5	0x1.330de60000000p+0	0x1.0ca68a0000000p+0	0x1.1769920000000p-1	0x1.c2c5f20000000p+10
349	0x1.a6c4000000000p-5	0x1.9eb9fe0000000p+0	0x1.65e9a80000000p+0	0x1.6e59620000000p-1	0x1.c2c5f20000000p+10
350	0x1.048e0e0000000p-4	0x1.ca06b60000000p+0	0x1.74b2900000000p+0	0x1.cfe26a0000000p-1	0x1.c2c5f20000000p+10
351	0x1.2e6e6e0000000p-5	0x1.b8a69c0000000p+0	0x1.747c980000000p+0	0x1.ca3b0a0000000p-1	0x1.c2c5f20000000p+10
352	0x1.71f8d00000000p-5	0x1.161cf20000000p+1	0x1.d2d8da0000000p+0	0x1.24c0040000000p+0	0x1.c2c5f20000000p+10
353	0x1.b4fbae0000000p-5	0x1.22cd2e0000000p+1	0x1.d1747c0000000p+0	0x1.553d520000000p+0	0x1.c2c5f40000000p+10
354	0x1.692dfe0000000p-5	0x1.4200060000000p+1	0x1.1458020000000p+1	0x1.4095f00000000p+0	0x1.c2c5f40000000p+10
355	0x1.2b9b500000000p-5	0x1.e132a40000000p-1	0x1.90a7aa0000000p-1	0x1.c21ed00000000p-2	0x1.c2c5f40000000p+10
356	0x1.94e3be0000000p-5	0x1.2f2f6c0000000p+0	0x1.00e6240000000p+0	0x1.2a90760000000p-1	0x1.c2c5f40000000p+10
357	0x1.1c22ca0000000p-5	0x1.4b98de0000000p+1	0x1.035f760000000p+1	0x1.99fa2a0000000p+0	0x1.c2c5f40000000p+10
358	0x1.b8801e0000000p-5	0x1.4927940000000p+1	0x1.03f63c0000000p+1	0x1.900e6e0000000p+0	0x1.c2c5f40000000p+10
359	0x1.c0de260000000p-5	0x1.85ca060000000p+0	0x1.4fee8e0000000p+0	0x1.7c27240000000p-1	0x1.c2c5f40000000p+10
360	0x1.da8e740000000p-6	0x1.185c580000000p+1	0x1.d166d60000000p+0	0x1.345ce20000000p+0	0x1.c2c5f40000000p+10
